568, 0.287, 0
873, 0.081, 5
1070, 0.0, 4
716, 0.87, 1
333, 0.0, 8
329, 0.0, 3
1950, 0.0, 8
636, 0.364, 3
895, 0.0, 6
595, 0.382, 5
1904, 0.092, 6
989, 0.0, 1
523, 0.0, 3
521, 0.0, 0
1901, 0.0, 11
235, 0.145, 3
1074, 0.301, 2
216, 0.0, 1
639, 0.307, 8
821, 0.0, 4
642, 0.132, 5
1124, 0.179, 6
763, 0.197, 6
1699, 0.375, 6
1383, 0.238, 3
673, 0.612, 3
666, 0.359, 10
1710, 0.07, 15
2537, 0.257, 3
1260, 0.0, 13
137, 0.643, 1
1669, 0.427, 15
409, 0.0, 4
1021, 0.116, 1
112, 0.243, 0
111, 0.281, 2
416, 0.183, 7
741, 0.162, 6
110, 0.328, 1
699, 0.577, 6
750, 0.215, 5
199, 0.0, 0
194, 0.0, 0
1703, 0.219, 8
472, 0.125, 5
86, 0.142, 0
332, 0.0, 1
1885, 0.226, 24
175, 0.0, 0
164, 0.0, 0
293, 0.0, 5
221, 0.0, 3
268, 0.0, 3
71, 0.0, 0
301, 0.0, 0
634, 0.106, 2
243, 0.0, 5
134, 0.103, 0
590, 0.0, 3
1203, 0.159, 12
1387, 0.172, 10
111, 0.55, 0
240, 0.052, 3
295, 0.094, 2
296, 0.116, 1
330, 0.0, 0
96, 0.0, 0
511, 0.214, 0
257, 0.039, 5
39, 0.199, 1
43, 0.189, 0
351, 0.175, 3
421, 0.47, 0
38, 0.0, 0
219, 0.31, 0
751, 0.171, 1
69, 0.29, 0
34, 0.387, 0
516, 0.069, 6
33, 0.277, 0
169, 0.083, 1
498, 0.349, 1
386, 0.077, 2
308, 0.0, 4
364, 0.102, 2
59, 0.055, 0
30, 0.25, 0
718, 0.18, 19
702, 0.0, 2
27, 0.118, 0
50, 0.0, 0
93, 0.079, 1
25, 0.134, 0
23, 0.213, 0
24, 0.069, 0
25, 0.286, 0
24, 0.406, 0
21, 0.233, 0
47, 0.108, 0
24, 0.0, 0
181, 0.299, 3
22, 0.067, 0
21, 0.0, 0
42, 0.091, 0
43, 0.146, 0
104, 0.0, 0
75, 0.0, 0
90, 0.272, 2
19, 0.0, 0
20, 0.213, 0
1110, 0.158, 2
38, 0.317, 0
39, 0.0, 0
202, 0.0, 2
19, 0.492, 0
19, 0.124, 0
38, 0.0, 0
1281, 0.169, 1
81, 0.185, 0
18, 0.128, 0
18, 0.0, 0
17, 0.09, 0
17, 0.151, 0
18, 0.0, 0
18, 0.0, 0
35, 0.0, 0
17, 0.199, 0
17, 0.264, 0
17, 0.164, 0
17, 0.143, 0
17, 0.0, 0
45, 0.231, 0
300, 0.0, 1
16, 0.0, 0
17, 0.107, 0
17, 0.144, 0
530, 0.141, 4
15, 0.338, 1
16, 0.174, 0
14, 0.0, 0
15, 0.188, 0
15, 0.0, 0
15, 0.219, 0
15, 0.068, 0
13, 0.306, 0
16, 0.0, 0
15, 0.0, 0
29, 0.16, 0
