1, 0.087, 0
666, 0.128, 10
586, 0.392, 1
1601, 0.055, 18
2170, 0.124, 27
404, 0.067, 3
2416, 0.189, 47
1497, 0.123, 18
1422, 0.0, 2
289, 0.115, 5
764, 0.053, 17
515, 0.056, 3
1264, 0.256, 16
845, 0.295, 3
213, 0.108, 1
205, 0.0, 3
868, 0.0, 10
518, 0.287, 0
360, 0.0, 4
1064, 0.0, 7
1305, 0.146, 8
169, 0.236, 0
170, 0.291, 1
483, 0.0, 5
163, 0.0, 4
158, 0.085, 4
591, 0.105, 1
832, 0.217, 7
452, 0.0, 3
1007, 0.243, 4
298, 0.112, 0
583, 0.0, 16
127, 0.0, 2
943, 0.394, 4
88, 0.169, 1
91, 0.365, 2
608, 0.0, 0
285, 0.238, 4
74, 0.095, 2
143, 0.204, 0
419, 0.174, 0
290, 0.223, 2
112, 0.0, 2
103, 0.078, 4
341, 0.18, 4
52, 0.135, 0
106, 0.209, 0
101, 0.114, 1
694, 0.18, 10
94, 0.378, 1
92, 0.469, 0
221, 0.0, 2
45, 0.173, 1
180, 0.0, 0
111, 0.239, 0
219, 0.286, 4
105, 0.031, 0
69, 0.175, 0
178, 0.058, 5
620, 0.32, 8
67, 0.0, 0
116, 0.219, 2
31, 0.0, 0
31, 0.0, 1
33, 0.0, 1
178, 0.252, 5
149, 0.075, 2
104, 0.524, 0
401, 0.165, 1
55, 0.321, 0
25, 0.202, 0
27, 0.149, 1
28, 0.0, 1
26, 0.151, 0
27, 0.706, 0
29, 0.252, 0
72, 0.116, 0
23, 0.182, 0
24, 0.06, 0
50, 0.259, 0
69, 0.053, 4
22, 0.355, 0
24, 0.172, 0
20, 0.151, 0
23, 0.14, 0
44, 0.0, 0
21, 0.0, 0
22, 0.242, 0
78, 0.406, 1
20, 0.07, 0
19, 0.0, 0
57, 0.15, 0
239, 0.0, 5
18, 0.091, 0
19, 0.298, 0
20, 0.0, 1
19, 0.25, 1
20, 0.268, 0
18, 0.081, 1
53, 0.088, 0
16, 0.155, 0
17, 0.0, 0
17, 0.0, 0
17, 0.167, 0
17, 0.192, 0
17, 0.18, 1
19, 0.154, 0
35, 0.0, 1
34, 0.253, 1
45, 0.254, 0
16, 0.102, 0
16, 0.0, 0
16, 0.0, 0
16, 0.173, 0
15, 0.082, 0
17, 0.122, 0
14, 0.168, 0
17, 0.0, 0
15, 0.245, 0
15, 0.0, 0
15, 0.0, 0
14, 0.266, 0
14, 0.131, 0
16, 0.307, 0
105, 0.0, 2
13, 0.305, 0
28, 0.293, 0
29, 0.042, 0
74, 0.0, 0
48, 0.298, 0
13, 0.042, 0
14, 0.202, 0
15, 0.0, 0
12, 0.226, 0
13, 0.148, 0
12, 0.587, 0
12, 0.0, 0
13, 0.0, 0
10, 0.082, 0
14, 0.206, 0
11, 0.222, 0
12, 0.102, 0
13, 0.328, 0
12, 0.0, 0
25, 0.054, 1
26, 0.0, 0
21, 0.0, 1
22, 0.089, 0
11, 0.296, 0
10, 0.149, 0
13, 0.173, 0
11, 0.0, 0
11, 0.192, 0
11, 0.118, 0
11, 0.192, 1
33, 0.172, 0
51, 0.0, 0
