6278, 0.201, 27
4653, 0.067, 7
2401, 0.328, 7
2140, 0.109, 7
1802, 0.063, 5
5159, 0.0, 9
9312, 0.151, 13
1696, 0.0, 15
6321, 0.0, 31
3014, 0.103, 8
1415, 0.183, 4
1408, 0.145, 6
2846, 0.2, 11
3732, 0.091, 5
2299, 0.159, 6
6627, 0.161, 2
4706, 0.078, 12
2950, 0.064, 9
1000, 0.04, 2
2898, 0.164, 16
935, 0.158, 1
1727, 0.068, 6
1678, 0.308, 2
817, 0.441, 1
1984, 0.27, 2
4128, 0.072, 6
2398, 0.061, 5
4322, 0.206, 8
608, 0.106, 2
3544, 0.161, 9
568, 0.0, 3
2015, 0.209, 1
514, 0.091, 1
5527, 0.0, 16
958, 0.133, 4
439, 0.155, 2
2968, 0.0, 6
1502, 0.193, 3
2130, 0.204, 5
1941, 0.228, 4
1623, 0.164, 1
1012, 0.127, 1
1568, 0.0, 3
342, 0.044, 3
1471, 0.434, 2
302, 0.434, 0
551, 0.386, 8
268, 0.296, 0
985, 0.0, 4
758, 0.163, 1
2136, 0.089, 6
883, 0.0, 0
239, 0.215, 0
678, 0.276, 0
234, 0.117, 0
216, 0.179, 0
1239, 0.124, 0
1063, 0.0, 6
539, 0.088, 5
796, 0.0, 3
714, 0.102, 0
446, 0.353, 0
306, 0.146, 1
146, 0.167, 0
139, 0.136, 0
397, 0.16, 0
1070, 0.087, 0
380, 0.18, 1
784, 0.143, 3
1762, 0.0, 8
237, 0.166, 0
204, 0.084, 0
103, 0.141, 0
108, 0.132, 2
101, 0.0, 0
519, 0.261, 2
94, 0.173, 0
357, 0.149, 0
85, 0.0, 0
87, 0.0, 0
242, 0.31, 0
163, 0.0, 1
83, 0.147, 0
152, 0.094, 0
148, 0.0, 0
73, 0.225, 0
72, 0.248, 0
70, 0.259, 0
72, 0.163, 1
69, 0.041, 0
70, 0.175, 0
74, 0.144, 0
209, 0.07, 1
139, 0.0, 2
66, 0.087, 0
69, 0.102, 0
67, 0.097, 0
66, 0.101, 0
64, 0.0, 0
63, 0.222, 0
60, 0.248, 0
66, 0.145, 0
63, 0.224, 0
62, 0.145, 0
64, 0.272, 0
54, 0.0, 0
59, 0.107, 0
58, 0.172, 0
59, 0.0, 0
54, 0.164, 0
54, 0.115, 0
58, 0.375, 0
56, 0.048, 0
59, 0.308, 0
146, 0.17, 0
52, 0.0, 0
56, 0.387, 0
53, 0.087, 0
47, 0.128, 0
48, 0.183, 0
51, 0.122, 0
56, 0.119, 0
50, 0.085, 0
452, 0.086, 13
45, 0.125, 0
47, 0.158, 0
50, 0.073, 0
45, 0.301, 0
50, 0.0, 1
47, 0.107, 0
48, 0.0, 0
