2394, 0.0, 9
3665, 0.136, 34
2230, 0.226, 9
6602, 0.0, 35
636, 0.0, 3
1283, 0.0, 7
2727, 0.0, 11
1178, 0.0, 3
1089, 0.0, 1
1913, 0.0, 14
1218, 0.161, 6
5973, 0.0, 10
3702, 0.0, 9
1093, 0.355, 3
2578, 0.175, 13
979, 0.331, 3
3058, 0.0, 12
680, 0.0, 6
1382, 0.114, 9
5933, 0.0, 43
2228, 0.148, 27
3471, 0.0, 10
2689, 0.0, 8
1749, 0.172, 1
2099, 0.259, 3
1653, 0.0, 7
3252, 0.146, 10
406, 0.0, 0
3096, 0.0, 7
1025, 0.197, 6
4304, 0.252, 11
918, 0.052, 4
1326, 0.032, 9
699, 0.12, 3
258, 0.089, 0
88, 0.136, 0
2504, 0.119, 15
382, 0.0, 7
432, 0.0, 0
482, 0.12, 0
157, 0.0, 0
1507, 0.369, 3
259, 0.041, 4
1428, 0.0, 4
437, 0.135, 1
3913, 0.178, 7
565, 0.093, 0
633, 0.0, 1
688, 0.326, 3
111, 0.068, 0
1118, 0.351, 1
310, 0.121, 0
47, 0.0, 0
1258, 0.239, 2
386, 0.102, 1
676, 0.162, 0
88, 0.0, 1
489, 0.0, 1
81, 0.102, 0
198, 0.259, 1
128, 0.0, 0
153, 0.102, 3
35, 0.23, 1
68, 0.134, 0
117, 0.214, 0
32, 0.269, 0
30, 0.16, 0
54, 0.149, 0
331, 0.167, 0
27, 0.22, 0
25, 0.132, 0
466, 0.179, 6
499, 0.133, 3
233, 0.192, 1
48, 0.054, 0
145, 0.251, 1
222, 0.189, 1
42, 0.146, 0
771, 0.139, 0
41, 0.175, 0
20, 0.268, 0
119, 0.31, 0
109, 0.162, 0
346, 0.3, 0
245, 0.254, 0
