Ed Sheeran,Ed Sheeran - Thinking Out Loud [Official Fan Video],1589709,293.0,0,0
Ed Sheeran,Ed Sheeran - x Tour Diaries (Part 3),824929,466.0,0,0
Ed Sheeran,Ed Sheeran - Thinking Out Loud (x Acoustic Session),29850661,267.0,0,0
Ed Sheeran,Ed Sheeran - Thinking Out Loud (Behind The Scenes),19580395,395.0,0,0
Ed Sheeran,Ed Sheeran - Thinking Out Loud [Official Video],1444827568,297.0,0,0
Ed Sheeran,Ed plays 'Thinking Out Loud' to cats: x Tour Diary (Part 2),2546092,481.0,0,0
Ed Sheeran,Ed plays 'Spray Tan Bingo': x Tour Diary (Part I),840271,533.0,0,0
Ed Sheeran,Ed Sheeran - Don't (Remix ft. Rick Ross) [Official],3215479,260.0,0,0
Ed Sheeran,Ed Sheeran - Don't [Official Video],135791572,292.0,0,0
Ed Sheeran,Subscribe to Ed's Channel!,2074070,48.0,0,0
Ed Sheeran,Ed Sheeran - I'm A Mess (x Acoustic Sessions),25621216,242.0,0,0
Ed Sheeran,Ed plays on top of the Empire State Building for Multiply Day!,413596,158.0,0,0
Ed Sheeran,Ed Sheeran - Thinking Out Loud [Official],31792221,293.0,0,0
Ed Sheeran,Ed Sheeran - The Man [Official],13016651,261.0,0,0
Ed Sheeran,Ed Sheeran - Bloodstream [Official],29299016,312.0,0,0
Ed Sheeran,Ed Sheeran - Afire Love [Official],40385186,324.0,0,0
Ed Sheeran,Ed Sheeran - Don't [Official],36070622,217.0,0,0
Ed Sheeran,Ed Sheeran - Sing [Official Video],165549757,270.0,5.3M Views,269.888
Ed Sheeran,Ed Sheeran - All Of The Stars (Live at TFIOS Premiere),1383711,230.0,0,0
Ed Sheeran,Ed Sheeran - Sing (Live at TFIOS Premiere),566718,281.0,0,0
Ed Sheeran,Ed Sheeran - All Of The Stars [Official Video],82750195,256.0,0,0
Ed Sheeran,Ed Sheeran - Multiply Live in Dublin (Full Live Show),8676789,5292.0,0,0
Ed Sheeran,Ed Sheeran: UK & Ireland Multiply Tour (Part 2),146417,121.0,0,0
Ed Sheeran,Ed Sheeran: UK & Ireland Multiply Tour (Part 1),181191,128.0,0,0
Ed Sheeran,Ed Sheeran - One [Official Video],81940632,238.0,0,0
Ed Sheeran,Ed Sheeran - Sing [Official],17252436,236.0,0,0
Ed Sheeran,Ed Sheeran - Sing [Official Preview],1192038,68.0,0,0
Ed Sheeran,Ed Sheeran: Sing Launch & Interview with JacksGap,751928,2500.0,0,0
Ed Sheeran,Ed Sheeran: Tour Diary 2014,388102,229.0,0,0
Ed Sheeran,Ed Sheeran - Wake Me Up (Live From The Artist's Den),2549830,249.0,0,0
